tweet_id,timestamp,source,rating_numerator,rating_denominator,name,dogtionary,full_text,display_text_range,retweet_count,favorite_count,lang,url,jpg_url,p1,p1_conf
886366144734445568,2017-07-15 23:25:31,iphone,12,10,Roscoe,pupper,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,131,3316,21524,en,https://t.co/RGE08MIJox,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,french_bulldog,0.999201
886258384151887873,2017-07-15 16:17:19,iphone,13,10,Waffles,other,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,94,6523,28469,en,https://t.co/xZDA9Qsq1O,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575
885984800019947520,2017-07-14 22:10:11,iphone,12,10,Jimbo,other,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,140,7097,33382,en,https://t.co/BuveP0uMF1,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,blenheim_spaniel,0.972494
885528943205470208,2017-07-13 15:58:47,iphone,13,10,Maisey,other,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,109,6683,36689,en,https://t.co/tp1kQ8i9JF,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275
885518971528720385,2017-07-13 15:19:09,iphone,14,10,,other,I have a new hero and his name is Howard. 14/10,47,3899,20788,en,https://t.co/gzLHboL7Sk,,,
885167619883638784,2017-07-12 16:03:00,iphone,13,10,,other,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,134,4556,22367,en,https://t.co/44ItaMubBf,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999
884925521741709313,2017-07-12 00:01:00,iphone,12,10,Earl,other,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",93,16439,68152,en,https://t.co/MYJvdlNRVa,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,italian_greyhound,0.259916
884876753390489601,2017-07-11 20:47:12,iphone,13,10,Lola,other,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,118,6096,28514,en,https://t.co/74TKAUsLkO,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103
884562892145688576,2017-07-11 00:00:02,iphone,13,10,Kevin,other,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,66,5100,24765,en,https://t.co/1r4MFCbCX5,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001
884441805382717440,2017-07-10 15:58:53,iphone,14,10,,other,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",136,5856,27478,en,https://t.co/vvBOcC2VdC,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,pembroke,0.993225
884247878851493888,2017-07-10 03:08:17,iphone,13,10,,other,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE,104,21298,74423,en,https://t.co/uF3pQ8Wubj,,,
884162670584377345,2017-07-09 21:29:42,iphone,12,10,Yogi,doggo,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,140,3128,20771,en,https://t.co/YSI00BzTBZ,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,german_shepherd,0.707046
883838122936631299,2017-07-09 00:00:04,iphone,12,10,Noah,other,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,137,3586,22349,en,https://t.co/V85xujjDDY,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,doberman,0.610946
883482846933004288,2017-07-08 00:28:19,iphone,5,10,Bella,other,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",112,10407,46860,en,https://t.co/qjrljjt948,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082
883360690899218434,2017-07-07 16:22:55,iphone,13,10,Grizzwald,floofer,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,139,3825,22986,en,https://t.co/rf661IFEYP,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997
883117836046086144,2017-07-07 00:17:54,iphone,13,10,,other,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat",111,6949,37914,en,https://t.co/Se5fZ9wp5E,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562
882992080364220416,2017-07-06 15:58:11,iphone,13,10,Rusty,other,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,108,4122,24445,en,https://t.co/tyER0KpdXj,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,eskimo_dog,0.4667779999999999
882762694511734784,2017-07-06 00:46:41,iphone,12,10,Gus,pupper,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,114,5134,28903,en,https://t.co/D43I96SlVu,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,labrador_retriever,0.85005
882627270321602560,2017-07-05 15:48:34,iphone,13,10,Stanley,other,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),136,6342,28382,en,https://t.co/Nx52PGwH94,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,pembroke,0.542982
882268110199369728,2017-07-04 16:01:23,iphone,13,10,Alfy,other,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,114,12118,45880,en,https://t.co/fYP5RlutfA,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211
882045870035918850,2017-07-04 01:18:17,iphone,13,10,Koko,other,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",133,5203,29900,en,https://t.co/zeDpnsKX7w,,,
881906580714921986,2017-07-03 16:04:48,iphone,12,10,Rey,other,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,67,3533,24773,en,https://t.co/503CgWbhxQ,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,weimaraner,0.291539
881666595344535552,2017-07-03 00:11:11,iphone,13,10,Gary,other,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,115,11099,51522,en,https://t.co/7CSWCl8I6s,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,saluki,0.529012
881536004380872706,2017-07-02 15:32:16,iphone,14,10,a,pupper,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",130,16570,50199,en,https://t.co/ghXBIIeQZF,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,samoyed,0.281463
881268444196462592,2017-07-01 21:49:04,iphone,12,10,Elliot,other,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet,138,5358,23501,en,https://t.co/cgwJwowTMC,,,
880935762899988482,2017-06-30 23:47:07,iphone,13,10,Louis,other,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking,72,2886,17346,en,https://t.co/D0wb1GlKAt,,,
880872448815771648,2017-06-30 19:35:32,iphone,12,10,,other,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10,137,3989,21734,en,https://t.co/WiAMbTkDPf,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,pembroke,0.791416
880465832366813184,2017-06-29 16:39:47,iphone,12,10,Bella,other,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,114,6546,29075,en,https://t.co/4VsFysDmiw,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255
880221127280381952,2017-06-29 00:27:25,iphone,12,10,Jesse,other,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,108,4436,27640,en,https://t.co/fUod0tVmvK,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,chihuahua,0.238525
880095782870896641,2017-06-28 16:09:20,iphone,11,10,,other,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10,129,4533,28150,en,https://t.co/HauE8M3Bu4,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298
879862464715927552,2017-06-28 00:42:13,iphone,13,10,Romeo,other,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,91,3642,22667,en,https://t.co/Qh5aEkRQm9,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507
879492040517615616,2017-06-27 00:10:17,iphone,12,10,Bailey,other,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,90,3323,23822,en,https://t.co/IxM9IMKQq8,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,german_short-haired_pointer,0.479896
879415818425184262,2017-06-26 19:07:24,iphone,13,10,Duddles,other,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),82,45849,107956,en,https://t.co/UDT7ZkcTgY,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,english_springer,0.383404
879376492567855104,2017-06-26 16:31:08,iphone,12,10,Jack,other,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,125,3261,17099,en,https://t.co/0gOi601EAa,,,
879050749262655488,2017-06-25 18:56:45,iphone,11,10,Steven,other,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet,132,4941,23022,en,https://t.co/2mJCDEJWdD,,,
879008229531029506,2017-06-25 16:07:47,iphone,13,10,Beau,other,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,94,2812,19317,en,https://t.co/YDtpCjIPKN,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513
878776093423087618,2017-06-25 00:45:22,iphone,13,10,Snoopy,puppo,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,126,4319,19763,en,https://t.co/lNZwgNO4gS,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,italian_greyhound,0.734684
878604707211726852,2017-06-24 13:24:20,iphone,13,10,,other,Martha is stunning how h*ckin dare you. 13/10,45,7582,30931,en,https://t.co/9uABQXgjwa,,,
878281511006478336,2017-06-23 16:00:04,iphone,13,10,Shadow,other,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY",140,1349,7913,en,https://t.co/lUiQH219v6,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042
878057613040115712,2017-06-23 01:10:23,iphone,14,10,Emmy,other,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,115,7181,42876,en,https://t.co/cwtWnHMVpe,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,french_bulldog,0.839097
877736472329191424,2017-06-22 03:54:17,iphone,13,10,Aja,other,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,93,17300,71144,en,https://t.co/lsPyyAiF1r,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,chesapeake_bay_retriever,0.8379559999999999
877556246731214848,2017-06-21 15:58:08,iphone,12,10,Penny,other,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,139,3994,23258,en,https://t.co/OYdDlfOGXP,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368
877316821321428993,2017-06-21 00:06:44,iphone,13,10,Dante,other,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",137,5414,27907,en,https://t.co/SHRTIo5pxc,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,saluki,0.5099670000000001
877201837425926144,2017-06-20 16:29:50,iphone,12,10,Nelly,other,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,128,5880,27755,en,https://t.co/4g4cfj3P4Y,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,pembroke,0.93112
876838120628539392,2017-06-19 16:24:33,iphone,12,10,Ginger,pupper,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,125,3506,21125,en,https://t.co/j211oCDRs6,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751
876537666061221889,2017-06-18 20:30:39,iphone,14,10,,other,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all,117,4800,23869,en,https://t.co/8yoc1CNTsu,,,
876484053909872640,2017-06-18 16:57:37,iphone,13,10,Benedict,other,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,127,2511,19163,en,https://t.co/26BXueUgbs,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566
876120275196170240,2017-06-17 16:52:05,iphone,13,10,Venti,other,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",140,4903,28490,en,https://t.co/ejExJFq3ek,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,bernese_mountain_dog,0.534327
875747767867523072,2017-06-16 16:11:53,iphone,13,10,Goose,other,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",125,4497,25773,en,https://t.co/V2WlACRJCN,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,labrador_retriever,0.799551
875144289856114688,2017-06-15 00:13:52,iphone,13,10,Nugget,other,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,133,5081,22185,en,https://t.co/ogith9ejNj,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,siberian_husky,0.245048
875097192612077568,2017-06-14 21:06:43,iphone,13,10,,other,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone,96,6342,27997,en,https://t.co/PFp4MghzBW,,,
875021211251597312,2017-06-14 16:04:48,iphone,12,10,,other,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck,115,4922,26022,en,https://t.co/brCQoqc8AW,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,west_highland_white_terrier,0.7143189999999999
874680097055178752,2017-06-13 17:29:20,iphone,12,10,Cash,other,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,92,4875,28439,en,https://t.co/lZhtizkURD,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,labrador_retriever,0.836052
874296783580663808,2017-06-12 16:06:11,iphone,13,10,Jed,pupper,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,114,4308,26651,en,https://t.co/0YplNnSMEm,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216
874057562936811520,2017-06-12 00:15:36,iphone,12,10,,other,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10",129,4125,23134,en,https://t.co/pwY9PQhtP2,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001
874012996292530176,2017-06-11 21:18:31,iphone,13,10,Sebastian,puppo,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",139,11007,35501,en,https://t.co/XBE0evJZ6V,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,cardigan,0.806674
873580283840344065,2017-06-10 16:39:04,iphone,13,10,,other,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",135,4143,24837,en,https://t.co/mNuMH9400n,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,newfoundland,0.678537
873213775632977920,2017-06-09 16:22:42,iphone,12,10,Sierra,pupper,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD",140,1667,7467,en,https://t.co/V5lkvrGLdQ,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999
872967104147763200,2017-06-09 00:02:31,iphone,12,10,,doggo,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,132,5669,28031,en,https://t.co/EMYIdoblMR,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,labrador_retriever,0.476913
872820683541237760,2017-06-08 14:20:41,iphone,13,10,,other,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",140,3884,15029,en,https://t.co/17FVMl4VZ5,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912
872620804844003328,2017-06-08 01:06:27,iphone,13,10,Monkey,other,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,116,3911,21309,en,https://t.co/lUcpnZDPz9,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191
872486979161796608,2017-06-07 16:14:40,iphone,12,10,,other,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,133,9429,41606,en,https://t.co/BZHiKx3FpQ,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,pembroke,0.931861
872261713294495745,2017-06-07 01:19:32,iphone,13,10,Harry,other,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,138,6649,35085,en,https://t.co/ejHvGDfWoa,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,labrador_retriever,0.972019
872122724285648897,2017-06-06 16:07:15,iphone,12,10,Kody,other,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,126,8549,35324,en,https://t.co/PKSpmiefwN,,,
871879754684805121,2017-06-06 00:01:46,iphone,13,10,Lassie,other,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,136,11918,39090,en,https://t.co/uK6PNyeh9w,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,shetland_sheepdog,0.969171
